"catalogNumber","createdBy","placeName","flagNotes","noOfIdentifications","geoPrivacy","createdOn","associatedMedia","group_id","dateAccuracy","isLocked","locationLat","locationLon","locationScale","fromDate","toDate","rank","scientificName","commonName","kingdom","phylum","class","order","superfamily","family","genus","species","basisOfRecord","reverseGeocodedName","state","tahsil","district","Sex","Life Stage","Abundance","Activity","Phenology State","Life Stage (Complete Metamorphosis)","toDate","observedInMonth"
"17726754","Sayak Dolai","Central Park, Sector III, Bidhannagar, Kolkata, West Bengal",,"1","false","15/09/2022","/82f9706e-4a34-44a7-893b-9dbc7ebe87a3/b2f14733d8084223846c5195a036395b.JPG","Arthropods","ACCURATE","false","22.587568108904442","88.41494814467194","LOCAL","24/12/2021","24/12/2021","species","Danaus genutia Cramer 1779","Striped Tiger:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Danaus",,"HUMAN_OBSERVATION","Central Park, Sector III, Bidhannagar, Kolkata, West Bengal",,,,,,"Common",,,"Adult","1640370600000","December"
"17726723","Sayak Dolai","Central Park, Sector III, Bidhannagar, Kolkata, West Bengal",,"1","false","15/09/2022","/2a0dd6d7-ba6e-47e8-8225-0cf9396ce9b2/b163e197b03e4cfcac6a284554c4b6d4.JPG","Arthropods","ACCURATE","false","22.587568108904442","88.41494814467194","LOCAL","24/12/2021","24/12/2021","species","Euploea core Cramer 1780","Common Crow:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Euploea",,"HUMAN_OBSERVATION","Central Park, Sector III, Bidhannagar, Kolkata, West Bengal",,,,,,"Common",,,"Adult","1640370600000","December"
"17726697","Sayak Dolai","Central Park, Sector III, Bidhannagar, Kolkata, West Bengal",,"1","false","15/09/2022","/23b60e32-e511-4d0b-b0cd-272f01438043/755bc72cbe974fcfb2ada497fcc8bd91.JPG","Arthropods","ACCURATE","false","22.587568108904442","88.41494814467194","LOCAL","24/12/2021","24/12/2021","species","Graphium agamemnon (Linnaeus 1758)","Tailed Jay:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Papilionidae","Graphium",,"HUMAN_OBSERVATION","Central Park, Sector III, Bidhannagar, Kolkata, West Bengal",,,,,,"Common",,,"Adult","1640370600000","December"
"17726674","Sayak Dolai","Central Park, Sector III, Bidhannagar, Kolkata, West Bengal",,"1","false","15/09/2022","/ece3e71b-34e6-481e-b868-490763d13a1f/1863bfe43e2b477cb49ee4eb7f3e6f94.JPG","Arthropods","ACCURATE","false","22.587568108904442","88.41494814467194","LOCAL","24/12/2021","24/12/2021","species","Danaus genutia Cramer 1779","Striped Tiger:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Danaus",,"HUMAN_OBSERVATION","Central Park, Sector III, Bidhannagar, Kolkata, West Bengal",,,,"Male",,"Common",,,"Adult","1640370600000","December"
"17726658","Sayak Dolai","Central Park, Sector III, Bidhannagar, Kolkata, West Bengal",,"1","false","15/09/2022","/80f9749f-a478-40df-a880-00372d16c727/c6129bed6998430897faf894b9a9c8f6.JPG","Arthropods","ACCURATE","false","22.587568108904442","88.41494814467194","LOCAL","24/12/2021","24/12/2021","species","Ypthima huebneri Kirby 1871","Common Four-ring:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Ypthima",,"HUMAN_OBSERVATION","Central Park, Sector III, Bidhannagar, Kolkata, West Bengal",,,,,,"Common",,,"Adult","1640370600000","December"
"17726631","Sayak Dolai","Central Park, Sector III, Bidhannagar, Kolkata, West Bengal",,"1","false","15/09/2022","/c4f5cf97-2906-4642-8ee9-27491e94ae62/15b9e52424144de8aa9f1631e881c517.JPG","Arthropods","ACCURATE","false","22.587568108904442","88.41494814467194","LOCAL","24/12/2021","24/12/2021","species","Danaus chrysippus Linnaeus 1758","Plain Tiger:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Danaus",,"HUMAN_OBSERVATION","Central Park, Sector III, Bidhannagar, Kolkata, West Bengal",,,,,,"Common",,,"Adult","1640370600000","December"
"17726613","Sayak Dolai","Central Park, Sector III, Bidhannagar, Kolkata, West Bengal",,"1","false","15/09/2022","/812159c9-c31e-4b8a-9c31-b9bf19ffce3b/d21e777cfef348d39c26890b2c78d87c.JPG","Arthropods","ACCURATE","false","22.587568108904442","88.41494814467194","LOCAL","24/12/2021","24/12/2021","species","Tirumala limniace (Cramer 1775)","Blue Tiger:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Tirumala",,"HUMAN_OBSERVATION","Central Park, Sector III, Bidhannagar, Kolkata, West Bengal",,,,,,"Common",,,"Adult","1640370600000","December"
"17726597","Sayak Dolai","Central Park, Sector III, Bidhannagar, Kolkata, West Bengal",,"1","false","15/09/2022","/2ef925cf-81c3-469c-9417-9869baa87f66/52f7c4844a0c484f93b15e3aff5830bf.JPG","Arthropods","ACCURATE","false","22.587568108904442","88.41494814467194","LOCAL","24/12/2021","24/12/2021","species","Euploea core Cramer 1780","Common Crow:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Euploea",,"HUMAN_OBSERVATION","Central Park, Sector III, Bidhannagar, Kolkata, West Bengal",,,,,,"Common",,,"Adult","1640370600000","December"
"17726556","Sayak Dolai","Raghunathpur, Dankuni, M8J9+Q2V, Makhla, Basipota, West Bengal 712247",,"1","false","15/09/2022","/9cbef81b-967a-4149-9660-10fa94ffade8/0a872d5abb43449699447123bb762dde.JPG","Arthropods","ACCURATE","false","22.686427879683663","88.32126654260422","ACCURATE","19/08/2021","19/08/2021","species","Tarucus balkanica (Freyer 1844)","","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Lycaenidae","Tarucus",,"HUMAN_OBSERVATION","Raghunathpur, Dankuni, M8J9+Q2V, Makhla, Basipota, West Bengal 712247",,,,,,"Common",,,,"1629397800000","August"
"17726544","Sayak Dolai","Basipota, West Bengal",,"1","false","15/09/2022","/a1eb9f50-65c0-448c-a951-111a69097434/973613b21165469eba86534e469421e3.JPG","Arthropods","ACCURATE","false","22.682033081088584","88.32090500528653","LOCAL","31/10/2021","31/10/2021","species","Castalius rosimon (Fabricius 1775)","Common Pierrot:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Lycaenidae","Castalius",,"HUMAN_OBSERVATION","Basipota, West Bengal",,,,,,"Common",,,,"1635705000000","October"
"17726518","Sayak Dolai","Basipota, West Bengal",,"1","false","15/09/2022","/1a7ba44c-d567-4ee3-9452-d208659ef40f/9c91864324014f84a2095f5db61c46a8.JPG","Arthropods","ACCURATE","false","22.682033081088584","88.32090500528653","LOCAL","02/10/2021","02/10/2021","species","Matapa aria Moore 1865","Common Redeye:English","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperioidea","Hesperiidae","Matapa",,"HUMAN_OBSERVATION","Basipota, West Bengal",,,,,,"Common",,,,"1633199400000","October"
"17726494","Sayak Dolai","Basipota, West Bengal",,"1","false","15/09/2022","/1f564556-dda3-4b2a-939b-c677aba603f7/622f508ba25043948190acf5b6af747e.JPG","Arthropods","ACCURATE","false","22.682033081088584","88.32090500528653","LOCAL","19/08/2021","19/08/2021","species","Ampittia dioscorides Fabricius 1793","Bush Hopper:English","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperioidea","Hesperiidae","Ampittia",,"HUMAN_OBSERVATION","Basipota, West Bengal",,,,,,"Common",,,,"1629397800000","August"
"17726472","Sayak Dolai","P82G+WW3, Kanaipur, Konnagar, Nabagram Colony, West Bengal 712234",,"1","false","15/09/2022","/2d52ff48-d21e-467b-a146-309f196fd989/1788f6ccd05742f48cf89f8434baa950.JPG","Arthropods","ACCURATE","false","22.687305352818708","88.32151375267003","LOCAL","19/08/2021","19/08/2021","species","Tarucus balkanica (Freyer 1844)","","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Lycaenidae","Tarucus",,"HUMAN_OBSERVATION","P82G+WW3, Kanaipur, Konnagar, Nabagram Colony, West Bengal 712234",,,,,,"Common",,,,"1629397800000","August"
"17726456","Sayak Dolai","Basipota, West Bengal",,"1","false","15/09/2022","/47db941a-9fda-47ce-8452-213c593724a8/1b4151654820487290cf05fc84271d76.JPG","Arthropods","ACCURATE","false","22.682033081088584","88.32090500528653","LOCAL","19/08/2021","19/08/2021","species","Tarucus balkanica (Freyer 1844)","","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Lycaenidae","Tarucus",,"HUMAN_OBSERVATION","Basipota, West Bengal",,,,,,"Common",,,,"1629397800000","August"
"17726432","Sayak Dolai","Basipota, West Bengal",,"1","false","15/09/2022","/0af45a79-3d4a-4adf-a94f-7f397f1f8e11/d7771422c98843e28c7d35bf47140cd0.JPG","Arthropods","ACCURATE","false","22.682033081088584","88.32090500528653","LOCAL","15/03/2021","15/03/2021","species","Danaus genutia Cramer 1779","Striped Tiger:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Danaus",,"HUMAN_OBSERVATION","Basipota, West Bengal",,,,,,"Common",,,,"1615833000000","March"
"17726412","Sayak Dolai","Basipota, West Bengal",,"1","false","15/09/2022","/4fb8a949-a265-4bbf-8494-529582947de9/0e411d2a9dfc422889904d39c4277c98.JPG","Arthropods","ACCURATE","false","22.682033081088584","88.32090500528653","LOCAL","06/01/2021","06/01/2021","species","Danaus chrysippus Linnaeus 1758","Plain Tiger:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Danaus",,"HUMAN_OBSERVATION","Basipota, West Bengal",,,,,,"Common",,,,"1609957800000","January"
"17726396","Sayak Dolai","Basipota, West Bengal",,"1","false","15/09/2022","/74fa1910-b509-4b5d-acbf-654dc664a451/0753a30a277a4b539cee29edd8639571.JPG","Arthropods","ACCURATE","false","22.682033081088584","88.32090500528653","LOCAL","06/01/2021","06/01/2021","species","Junonia almana Linnaeus 1758","Peacock Pansy:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Junonia",,"HUMAN_OBSERVATION","Basipota, West Bengal",,,,,,"Common",,,,"1609957800000","January"
"17726377","Sayak Dolai","Basipota, West Bengal",,"1","false","15/09/2022","/cc7af33e-00cc-4a7b-bac6-03dc4348151c/65346526b974441fae7fa7a7b16c77d8.JPG","Arthropods","ACCURATE","false","22.682033081088584","88.32090500528653","LOCAL","06/01/2021","06/01/2021","subfamily","Polyommatinae","","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Lycaenidae",,,"HUMAN_OBSERVATION","Basipota, West Bengal",,,,,,"Common",,,,"1609957800000","January"
"17726359","Sayak Dolai","Basipota, West Bengal",,"1","false","15/09/2022","/1a26d35f-1abb-4b64-a338-ed62b6c6155e/837d399c49b34475ac3f5aaf2ba459e8.JPG","Arthropods","ACCURATE","false","22.682033081088584","88.32090500528653","LOCAL","06/01/2021","06/01/2021","species","Castalius rosimon (Fabricius 1775)","Common Pierrot:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Lycaenidae","Castalius",,"HUMAN_OBSERVATION","Basipota, West Bengal",,,,,,"Common",,,,"1609957800000","January"
"17726280","Sayak Dolai","R83M+MH7, Baidyabati, West Bengal 712222",,"1","false","15/09/2022","/2279d378-59c0-4af1-9e9d-adb454264865/2a1645d4e03d4d6a9a2c9dfd4f7bb157.JPG","Arthropods","ACCURATE","false","22.8041604","88.3339234","LOCAL","29/08/2021","29/08/2021","species","Papilio polytes Linnaeus 1758","Common Mormon:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Papilionidae","Papilio",,"HUMAN_OBSERVATION","R83M+MH7, Baidyabati, West Bengal 712222","WEST BENGAL","Singur","HUGLI",,,"Common",,,"Adult","1630261800000","August"
"17726264","Sayak Dolai","R83M+MH7, Baidyabati, West Bengal 712222",,"1","false","15/09/2022","/d35515e2-ace7-4326-b729-d99a81fe7379/5c249be053a044d8be7165fce3aa53f9.JPG","Arthropods","ACCURATE","false","22.8041604","88.3339234","LOCAL","29/08/2021","29/08/2021","species","Mycalesis perseus Fabricius 1775","Common Bushbrown:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Mycalesis",,"HUMAN_OBSERVATION","R83M+MH7, Baidyabati, West Bengal 712222","WEST BENGAL","Singur","HUGLI",,,"Common",,,"Adult","1630261800000","August"
"17726247","Sayak Dolai","R83M+MH7, Baidyabati, West Bengal 712222",,"1","false","15/09/2022","/a86869e5-d426-4515-8cc9-6819db239d88/2d66d898a88246a186787280d359e036.JPG","Arthropods","ACCURATE","false","22.8041604","88.3339234","LOCAL","29/08/2021","29/08/2021","species","Tirumala limniace (Cramer 1775)","Blue Tiger:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Tirumala",,"HUMAN_OBSERVATION","R83M+MH7, Baidyabati, West Bengal 712222","WEST BENGAL","Singur","HUGLI",,,"Common",,,"Adult","1630261800000","August"
"17726226","Sayak Dolai","R83M+MH7, Baidyabati, West Bengal 712222",,"1","false","15/09/2022","/d6444ad9-d2c6-40f3-87c7-79a6ffca4c36/3126e247c25a4bb9b8d4e06f4959d6d5.JPG","Arthropods","ACCURATE","false","22.8041604","88.3339234","LOCAL","29/08/2021","29/08/2021","species","Hypolimnas bolina Linnaeus 1758","Great Eggfly:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Hypolimnas",,"HUMAN_OBSERVATION","R83M+MH7, Baidyabati, West Bengal 712222","WEST BENGAL","Singur","HUGLI",,,"Common",,,"Adult","1630261800000","August"
"17726205","Sayak Dolai","R83M+MH7, Baidyabati, West Bengal 712222",,"1","false","15/09/2022","/9595cbd3-2f9c-4caf-9a3b-635a18cca773/14c377fd1f8043d78c3e88849d245f64.JPG","Arthropods","ACCURATE","false","22.8041604","88.3339234","LOCAL","29/08/2021","29/08/2021","species","Junonia almana Linnaeus 1758","Peacock Pansy:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Junonia",,"HUMAN_OBSERVATION","R83M+MH7, Baidyabati, West Bengal 712222","WEST BENGAL","Singur","HUGLI",,,"Common",,,,"1630261800000","August"
"17726081","Sayak Dolai","R83M+MH7, Baidyabati, West Bengal 712222",,"1","false","15/09/2022","/fe79474e-87ad-4bde-a4c4-adb47ff6e274/7bc5f786697a4d4cb97736de6cd65dbd.JPG","Arthropods","ACCURATE","false","22.8041604","88.3339234","LOCAL","03/11/2021","03/11/2021","species","Junonia lemonias Linnaeus 1758","Lemon pansy:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Junonia",,"HUMAN_OBSERVATION","R83M+MH7, Baidyabati, West Bengal 712222","WEST BENGAL","Singur","HUGLI",,,"Common",,,,"1635964200000","November"
"17726058","Sayak Dolai","R83M+MH7, Baidyabati, West Bengal 712222",,"1","false","15/09/2022","/9929b7f8-5b4b-411a-bf15-a2594699c21a/191fba8673c148a584996715113fb612.JPG","Arthropods","ACCURATE","false","22.8041604","88.3339234","LOCAL","03/11/2021","03/11/2021","species","Danaus chrysippus Linnaeus 1758","Plain Tiger:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Danaus",,"HUMAN_OBSERVATION","R83M+MH7, Baidyabati, West Bengal 712222","WEST BENGAL","Singur","HUGLI",,,"Common",,,,"1635964200000","November"
"17726043","Sayak Dolai","R83M+MH7, Baidyabati, West Bengal 712222",,"0","false","15/09/2022","/83bb0ddd-353f-42b1-97be-5caa6bc5b5ee/5f97d9701ead4c83a3bff9281504cee1.JPG","Arthropods","ACCURATE","false","22.8041604","88.3339234","LOCAL","03/11/2021","03/11/2021",,,,,,,,,,,,"HUMAN_OBSERVATION","R83M+MH7, Baidyabati, West Bengal 712222","WEST BENGAL","Singur","HUGLI",,,"Common",,,,"1635964200000","November"
"17726018","Sayak Dolai","R83M+MH7, Baidyabati, West Bengal 712222",,"1","false","15/09/2022","/70e4af9f-f5d3-42e0-8951-ed49fa70825c/381a1e754d1a4febafa8448560565f0d.JPG","Arthropods","ACCURATE","false","22.8041604","88.3339234","LOCAL","03/11/2021","03/11/2021","species","Delias eucharis (Drury 1773)","Common Jezebel:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Delias",,"HUMAN_OBSERVATION","R83M+MH7, Baidyabati, West Bengal 712222","WEST BENGAL","Singur","HUGLI",,,"Common",,,,"1635964200000","November"
"17725997","Sayak Dolai","R83M+MH7, Baidyabati, West Bengal 712222",,"1","false","15/09/2022","/7468e49b-82db-422c-a0a0-115db7ea51cf/aa156c5cc47f4e76a042b21bb4b95890.JPG","Arthropods","ACCURATE","false","22.8041604","88.3339234","LOCAL","29/08/2021","29/08/2021","species","Delias eucharis (Drury 1773)","Common Jezebel:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Delias",,"HUMAN_OBSERVATION","R83M+MH7, Baidyabati, West Bengal 712222","WEST BENGAL","Singur","HUGLI",,,"Common",,,,"1630261800000","August"
"17725976","Sayak Dolai","R83M+MH7, Baidyabati, West Bengal 712222",,"1","false","15/09/2022","/7bf1760b-0896-4e79-81fe-ac17e05f7de3/8d662f37e8d44b1ab9772482403d288a.JPG","Arthropods","ACCURATE","false","22.8041604","88.3339234","LOCAL","29/08/2021","29/08/2021","species","Junonia almana Linnaeus 1758","Peacock Pansy:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Junonia",,"HUMAN_OBSERVATION","R83M+MH7, Baidyabati, West Bengal 712222","WEST BENGAL","Singur","HUGLI",,,"Common",,,,"1630261800000","August"
"17725952","Sayak Dolai","R83M+MH7, Baidyabati, West Bengal 712222",,"1","false","15/09/2022","/81754ee4-6f00-4c61-a21e-03263684f3bb/32a804943d04473e89d64dac83ca4c5f.JPG","Arthropods","ACCURATE","false","22.8041604","88.3339234","LOCAL","29/08/2021","29/08/2021","species","Cepora nerissa (Fabricius 1775)","Common Gull:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Cepora",,"HUMAN_OBSERVATION","R83M+MH7, Baidyabati, West Bengal 712222","WEST BENGAL","Singur","HUGLI",,,"Common",,,,"1630261800000","August"
"17725941","Sayak Dolai","R83M+MH7, Baidyabati, West Bengal 712222",,"1","false","15/09/2022","/774e43af-5903-4da2-a159-44635d978337/8544727bea3845ca98c87cd89997449a.JPG","Arthropods","ACCURATE","false","22.8041604","88.3339234","LOCAL","29/08/2021","29/08/2021","species","Euploea core Cramer 1780","Common Crow:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Euploea",,"HUMAN_OBSERVATION","R83M+MH7, Baidyabati, West Bengal 712222","WEST BENGAL","Singur","HUGLI",,,"Common",,,,"1630261800000","August"
"17725915","Sayak Dolai","R83M+MH7, Baidyabati, West Bengal 712222",,"1","false","15/09/2022","/efd88458-710f-44c6-bd2c-10b702210bc4/9b8d21bf4c474130859872e0190f0c56.JPG","Arthropods","ACCURATE","false","22.8041604","88.3339234","LOCAL","29/08/2021","29/08/2021","species","Catopsilia pomona (Fabricius 1775)","Lemon Emigrant:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Pieridae","Catopsilia",,"HUMAN_OBSERVATION","R83M+MH7, Baidyabati, West Bengal 712222","WEST BENGAL","Singur","HUGLI",,,"Common",,,"Adult","1630261800000","August"
"17725899","Sayak Dolai","R83M+MH7, Baidyabati, West Bengal 712222",,"1","false","15/09/2022","/70c7dccb-96d3-42b4-b485-b1e6f32f04f0/954f4dec545343cda72dce2ce11a3c03.JPG","Arthropods","ACCURATE","false","22.8041604","88.3339234","LOCAL","29/08/2021","29/08/2021","species","Junonia almana Linnaeus 1758","Peacock Pansy:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Junonia",,"HUMAN_OBSERVATION","R83M+MH7, Baidyabati, West Bengal 712222","WEST BENGAL","Singur","HUGLI",,,"Common",,,"Adult","1630261800000","August"
"17725886","Sayak Dolai","R83M+MH7, Baidyabati, West Bengal 712222",,"1","false","15/09/2022","/0a2642f6-27f4-4195-8af0-8635ca65eb11/b63b4fd373e94728bc5ba9d25ca3e34b.JPG","Arthropods","ACCURATE","false","22.8041604","88.3339234","LOCAL","29/08/2021","29/08/2021","species","Spindasis vulcanus (Fabricius 1775)","Common Silverline:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Lycaenidae","Spindasis",,"HUMAN_OBSERVATION","R83M+MH7, Baidyabati, West Bengal 712222","WEST BENGAL","Singur","HUGLI",,,"Common",,,,"1630261800000","August"
"17725844","Sayak Dolai","R83M+MH7, Baidyabati, West Bengal 712222",,"1","false","15/09/2022","/0f8d3f19-3056-42b1-9f11-d0877dd63f86/56a62b8f709749b686b28955fd09bded.JPG","Arthropods","ACCURATE","false","22.8041604","88.3339234","LOCAL","29/08/2021","29/08/2021","species","Elymnias hypermnestra Linnaeus 1763","Common Palmfly:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Elymnias",,"HUMAN_OBSERVATION","R83M+MH7, Baidyabati, West Bengal 712222","WEST BENGAL","Singur","HUGLI",,,"Common",,,,"1630261800000","August"
"17725822","Sayak Dolai","R83M+MH7, Baidyabati, West Bengal 712222",,"1","false","15/09/2022","/85b88274-d380-4789-88fb-057f35791510/a0d064236fbe4675aecb00592dcd3a55.JPG","Arthropods","ACCURATE","false","22.8041604","88.3339234","LOCAL","29/08/2021","29/08/2021","species","Hypolimnas bolina Linnaeus 1758","Great Eggfly:English","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionoidea","Nymphalidae","Hypolimnas",,"HUMAN_OBSERVATION","R83M+MH7, Baidyabati, West Bengal 712222","WEST BENGAL","Singur","HUGLI","Male",,"Common",,,"Adult","1630261800000","August"
